,Subzone,School,College,Medical,Recreation,Transport,Shop,Food,lscore,Density
0,CAIRNHILL,0.5416666666666666,0.43902439024390244,0.75,0.5454545454545454,0.477124183006536,0.9744897959183674,0.6895161290322581,80.50393011923528,8517.773771391887
1,ANG MO KIO TOWN CENTRE,0.5625,0.45121951219512196,0.48148148148148145,0.256198347107438,0.28104575163398693,0.41836734693877553,0.3790322580645161,51.57333042108743,15077.653283381502
2,YUHUA EAST,0.375,0.4024390243902439,0.37037037037037035,0.3305785123966942,0.28104575163398693,0.22448979591836735,0.22580645161290322,40.27186746466354,26606.212947592605
3,SELETAR AEROSPACE PARK,0.10416666666666667,0.07317073170731707,0.009259259259259259,0.03305785123966942,0.0718954248366013,0.015306122448979591,0.028225806451612902,6.10679718016042,5.6068401567623365
4,SELETAR,0.020833333333333332,0.04878048780487805,0.009259259259259259,0.024793388429752067,0.0457516339869281,0.01020408163265306,0.03225806451612903,3.4969775868136677,78.31184676993624
5,ALEXANDRA NORTH,0.10416666666666667,0.18292682926829268,0.25925925925925924,0.24793388429752067,0.1503267973856209,0.2193877551020408,0.2903225806451613,26.504747957778836,8860.812258738575
6,BOON KENG,0.2708333333333333,0.25609756097560976,0.25,0.3140495867768595,0.5032679738562091,0.1836734693877551,0.3185483870967742,38.207734928961514,28494.688289321934
7,PULAU PUNGGOL TIMOR,0.0,0.012195121951219513,0.0,0.01652892561983471,0.013071895424836602,0.01020408163265306,0.012096774193548387,1.1681508132223724,0.0
8,TANGLIN,0.20833333333333334,0.04878048780487805,0.5370370370370371,0.3140495867768595,0.0915032679738562,0.25,0.29435483870967744,31.785103980862182,2193.6974776857123
9,TELOK BLANGAH DRIVE,0.125,0.04878048780487805,0.08333333333333333,0.32231404958677684,0.19607843137254902,0.1326530612244898,0.16129032258064516,19.49049786019934,13191.112854323095
10,ONE TREE HILL,0.3541666666666667,0.18292682926829268,0.6111111111111112,0.35537190082644626,0.39869281045751637,0.5867346938775511,0.21774193548387097,49.329881337105476,6034.3273511120005
11,WOODLANDS WEST,0.75,0.45121951219512196,0.24074074074074073,0.3140495867768595,0.2679738562091503,0.3826530612244898,0.23790322580645162,48.19619058137183,20431.09341070612
12,HONG KAH,0.2708333333333333,0.25609756097560976,0.24074074074074073,0.19834710743801653,0.0718954248366013,0.22959183673469388,0.0967741935483871,24.863722550664207,29847.1869368454
13,ROBERTSON QUAY,0.3125,0.35365853658536583,0.21296296296296297,0.38016528925619836,0.6601307189542484,0.46938775510204084,0.7459677419354839,57.1305853352257,5901.964927177348
14,BUKIT BATOK EAST,0.3541666666666667,0.4024390243902439,0.3333333333333333,0.3305785123966942,0.29411764705882354,0.32142857142857145,0.2056451612903226,40.85467826811771,33153.87854738011
15,ADMIRALTY,0.4375,0.2804878048780488,0.24074074074074073,0.19834710743801653,0.2875816993464052,0.3010204081632653,0.10080645161290322,33.65179031867921,10959.41615494375
16,DUNEARN,0.1875,0.3048780487804878,0.07407407407407407,0.15702479338842976,0.1111111111111111,0.1377551020408163,0.17338709677419356,20.880694824522177,3198.2573156046747
17,CLEMENTI WEST,0.3541666666666667,0.18292682926829268,0.5,0.34710743801652894,0.26143790849673204,0.47959183673469385,0.31048387096774194,44.390390547169865,21731.80367896636
18,SENGKANG TOWN CENTRE,0.5,0.3048780487804878,0.25925925925925924,0.21487603305785125,0.477124183006536,0.3163265306122449,0.17338709677419356,40.930169637206184,42168.762688851544
19,YEW TEE,0.2916666666666667,0.1951219512195122,0.16666666666666666,0.34710743801652894,0.1568627450980392,0.27040816326530615,0.10483870967741936,27.932634296708052,43456.87142890789
20,TANGLIN HALT,0.25,0.6707317073170732,0.16666666666666666,0.2396694214876033,0.1830065359477124,0.23979591836734693,0.23387096774193547,36.15327066349153,20903.717063066364
21,TOWNSVILLE,0.375,0.3780487804878049,0.1388888888888889,0.2396694214876033,0.1568627450980392,0.22959183673469388,0.1814516129032258,30.973275781939595,38430.62502047194
22,HOUGANG CENTRAL,0.3333333333333333,0.32926829268292684,0.4074074074074074,0.33884297520661155,0.3660130718954248,0.3469387755102041,0.2620967741935484,43.44609264455252,10613.734566738533
23,HONG KAH NORTH,0.2708333333333333,0.25609756097560976,0.24074074074074073,0.19834710743801653,0.0718954248366013,0.22959183673469388,0.0967741935483871,24.863722550664207,30232.57287558315
24,SELEGIE,0.9583333333333334,0.6585365853658537,0.6388888888888888,0.4793388429752066,0.8366013071895425,0.7704081632653061,0.8387096774193549,94.41930747663079,4203.352351447926
25,BOON LAY PLACE,0.3125,0.36585365853658536,0.14814814814814814,0.3140495867768595,0.21568627450980393,0.17857142857142858,0.20967741935483872,31.792903540433,32156.43683041042
26,BENCOOLEN,1.0,0.7439024390243902,0.5370370370370371,0.5702479338842975,0.9150326797385621,0.923469387755102,0.5806451612903226,96.05075147784402,7624.555667724303
27,DHOBY GHAUT,0.8541666666666666,0.7560975609756098,0.2962962962962963,0.4628099173553719,0.6143790849673203,0.7448979591836735,0.3467741935483871,74.27371157417714,1431.973756597733
28,PAYA LEBAR NORTH,0.3125,0.3170731707317073,0.2037037037037037,0.30578512396694213,0.35947712418300654,0.30612244897959184,0.3911290322580645,40.0178265788496,23.147250309584496
29,STRAITS VIEW,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.008064516129032258,0.5043229860888677,0.0
30,WEST COAST,0.3333333333333333,0.21951219512195122,0.1574074074074074,0.256198347107438,0.16339869281045752,0.25,0.20161290322580644,28.821831700518146,9443.920737494076
31,CHOA CHU KANG NORTH,0.3333333333333333,0.21951219512195122,0.2777777777777778,0.32231404958677684,0.20261437908496732,0.3979591836734694,0.18951612903225806,35.411263393656334,29134.176880414867
32,KALLANG WAY,0.14583333333333334,0.04878048780487805,0.10185185185185185,0.19834710743801653,0.24836601307189543,0.23469387755102042,0.29435483870967744,23.186081480539876,30.937948630247625
33,KRANJI,0.020833333333333332,0.04878048780487805,0.018518518518518517,0.03305785123966942,0.032679738562091505,0.025510204081632654,0.028225806451612902,3.783575031637213,2.719898996920241
34,HOUGANG WEST,0.3541666666666667,0.4024390243902439,0.4722222222222222,0.30578512396694213,0.38562091503267976,0.3622448979591837,0.27419354838709675,46.59482215151816,33980.63619639957
35,CENTRAL SUBZONE,0.08333333333333333,0.4268292682926829,0.37037037037037035,0.4793388429752066,0.23529411764705882,0.2653061224489796,0.3911290322580645,41.03496102063266,816.3779266504829
36,TUAS VIEW EXTENSION,0.0,0.08536585365853659,0.027777777777777776,0.03305785123966942,0.0392156862745098,0.04081632653061224,0.024193548387096774,4.563980734193654,0.358459579827125
37,TANJONG RHU,0.041666666666666664,0.04878048780487805,0.018518518518518517,0.34710743801652894,0.0457516339869281,0.15306122448979592,0.18548387096774194,15.315565372542489,4532.873905645911
38,NEE SOON,0.5,0.15853658536585366,0.5833333333333334,0.14049586776859505,0.24183006535947713,0.3112244897959184,0.3709677419354839,42.03344262002091,400.62130052291235
39,LOYANG EAST,0.020833333333333332,0.12195121951219512,0.027777777777777776,0.01652892561983471,0.058823529411764705,0.015306122448979591,0.020161290322580645,5.128131980982535,2191.293244487267
40,SUNSET WAY,0.10416666666666667,0.17073170731707318,0.23148148148148148,0.21487603305785125,0.1830065359477124,0.3979591836734694,0.21774193548387097,27.701019117753113,5817.68947663635
41,SAFTI,0.020833333333333332,0.10975609756097561,0.046296296296296294,0.024793388429752067,0.058823529411764705,0.025510204081632654,0.09274193548387097,6.902727090437533,0.0
42,BENDEMEER,0.20833333333333334,0.17073170731707318,0.26851851851851855,0.371900826446281,0.6601307189542484,0.3469387755102041,0.5362903225806451,46.70730199505698,27104.84693901398
43,BEDOK RESERVOIR,0.375,0.5365853658536586,0.08333333333333333,0.1652892561983471,0.09803921568627451,0.12755102040816327,0.10483870967741936,27.166547164690623,10633.132199987494
44,BIDADARI,0.3541666666666667,0.3170731707317073,0.09259259259259259,0.2396694214876033,0.20261437908496732,0.19387755102040816,0.1975806451612903,29.115461303544627,0.0
45,TURF CLUB,0.0,0.024390243902439025,0.037037037037037035,0.049586776859504134,0.032679738562091505,0.025510204081632654,0.024193548387096774,3.524630060977063,202.1997028944589
46,PAYA LEBAR EAST,0.3125,0.3170731707317073,0.2037037037037037,0.30578512396694213,0.35947712418300654,0.30612244897959184,0.3911290322580645,40.0178265788496,4.396680732613228
47,EVERTON PARK,0.4583333333333333,0.5121951219512195,0.8981481481481481,0.5454545454545454,0.6013071895424836,0.41836734693877553,0.6814516129032258,74.99970744152846,12203.424381158693
48,BUKIT BATOK CENTRAL,0.3541666666666667,0.4024390243902439,0.2962962962962963,0.3305785123966942,0.23529411764705882,0.3010204081632653,0.24193548387096775,39.397088450059854,33871.8189464792
49,BEDOK NORTH,0.22916666666666666,0.21951219512195122,0.2962962962962963,0.2644628099173554,0.2222222222222222,0.21428571428571427,0.20161290322580644,30.026416240075214,25375.005809815295
50,YIO CHU KANG NORTH,0.4583333333333333,0.6097560975609756,0.19444444444444445,0.3140495867768595,0.2222222222222222,0.1326530612244898,0.1532258064516129,37.992941917527524,0.0
51,CITY TERMINALS,0.0,0.0,0.009259259259259259,0.01652892561983471,0.05228758169934641,0.01020408163265306,0.004032258064516129,1.6823689169786746,5.758931399873159
52,LORONG CHUAN,0.5208333333333334,0.2804878048780488,0.10185185185185185,0.2727272727272727,0.1568627450980392,0.34183673469387754,0.2217741935483871,34.561020150375846,7146.0409401189145
53,KIAN TECK,0.14583333333333334,0.0975609756097561,0.12962962962962962,0.15702479338842976,0.1111111111111111,0.1326530612244898,0.13306451612903225,16.527652170333525,18.93679574693479
54,YISHUN SOUTH,0.4583333333333333,0.17073170731707318,0.6111111111111112,0.1487603305785124,0.24836601307189543,0.32653061224489793,0.3790322580645161,42.69823349266254,31307.69764459287
55,TEBAN GARDENS,0.041666666666666664,0.06097560975609756,0.037037037037037035,0.09917355371900827,0.058823529411764705,0.05102040816326531,0.04435483870967742,7.163284366582813,5774.321198504637
56,SEMBAWANG SPRINGS,0.08333333333333333,0.06097560975609756,0.06481481481481481,0.1487603305785124,0.11764705882352941,0.17857142857142858,0.12096774193548387,14.125495168191579,8212.905442999721
57,KANGKAR,0.3958333333333333,0.25609756097560976,0.1574074074074074,0.2396694214876033,0.33986928104575165,0.23469387755102042,0.12096774193548387,31.793853194941352,31838.22394419356
58,MACPHERSON,0.20833333333333334,0.24390243902439024,0.17592592592592593,0.2644628099173554,0.2875816993464052,0.23979591836734693,0.3225806451612903,31.758208187429304,22297.105693147358
59,LORONG HALUS NORTH,0.0,0.0,0.0,0.0743801652892562,0.013071895424836602,0.0663265306122449,0.008064516129032258,2.9495569367383725,0.0
60,NATIONAL UNIVERSITY OF S'PORE,0.3125,0.8048780487804879,0.8240740740740741,0.18181818181818182,0.3006535947712418,0.11734693877551021,0.1975806451612903,49.914998040492314,135.76421186680736
61,SENNETT,0.3958333333333333,0.24390243902439024,0.10185185185185185,0.21487603305785125,0.24836601307189543,0.24489795918367346,0.24193548387096775,30.83020802792945,8230.388112649742
62,PEARL'S HILL,0.5,0.5,0.8333333333333334,0.71900826446281,0.8431372549019608,0.5255102040816326,1.0,89.68400098250025,10859.047942355297
63,LIM CHU KANG,0.0,0.0,0.0,0.024793388429752067,0.0,0.025510204081632654,0.004032258064516129,0.990259563719285,6.24553800495311
64,LORONG HALUS,0.0,0.0,0.0,0.0743801652892562,0.013071895424836602,0.0663265306122449,0.008064516129032258,2.9495569367383725,0.0
65,BUKIT BATOK WEST,0.3333333333333333,0.4268292682926829,0.3333333333333333,0.38016528925619836,0.26143790849673204,0.25,0.1935483870967742,39.70539744198066,28305.857766935682
66,PASIR RIS DRIVE,0.25,0.14634146341463414,0.1111111111111111,0.35537190082644626,0.29411764705882354,0.34183673469387754,0.13709677419354838,29.813492782002832,32967.84891206945
67,CHENG SAN,0.08333333333333333,0.0975609756097561,0.2222222222222222,0.1322314049586777,0.0392156862745098,0.061224489795918366,0.016129032258064516,11.881054224868622,29174.437302754766
68,TAMPINES EAST,0.625,0.524390243902439,0.3148148148148148,0.2727272727272727,0.39215686274509803,0.25,0.14516129032258066,46.003939517234805,29979.2561420591
69,NEWTON CIRCUS,0.6458333333333334,0.524390243902439,0.4537037037037037,0.39669421487603307,0.41830065359477125,0.37755102040816324,0.45161290322580644,59.56018824752181,1162.684873552775
70,WESTERN WATER CATCHMENT,0.0,0.024390243902439025,0.018518518518518517,0.03305785123966942,0.006535947712418301,0.0,0.0,1.5035920035312862,9.114554748094807
71,YIO CHU KANG WEST,0.4583333333333333,0.6097560975609756,0.19444444444444445,0.3140495867768595,0.2222222222222222,0.1326530612244898,0.1532258064516129,37.992941917527524,28350.629014959704
72,ALJUNIED,0.2708333333333333,0.3902439024390244,0.28703703703703703,0.4132231404958678,0.45751633986928103,0.18877551020408162,0.46774193548387094,45.11312471320817,13422.666138146207
73,FARRER COURT,0.2916666666666667,0.3170731707317073,0.5740740740740741,0.39669421487603307,0.7647058823529411,0.3877551020408163,0.6532258064516129,61.694472549435154,10986.233399247669
74,PULAU SELETAR,0.0,0.0,0.0,0.024793388429752067,0.0,0.00510204081632653,0.004032258064516129,0.618325037302259,0.0
75,PASIR RIS CENTRAL,0.25,0.0975609756097561,0.14814814814814814,0.33884297520661155,0.2222222222222222,0.32653061224489793,0.13306451612903225,27.63551750168409,21187.44031124827
76,NASSIM,0.4166666666666667,0.2682926829268293,0.6574074074074074,0.39669421487603307,0.35294117647058826,0.3877551020408163,0.23387096774193547,49.45530928292599,4511.427587239831
77,SERANGOON NORTH,0.3125,0.2804878048780488,0.2777777777777778,0.36363636363636365,0.2549019607843137,0.23469387755102042,0.20967741935483872,35.240827990638806,23124.467914184148
78,BRAS BASAH,0.9583333333333334,0.7926829268292683,0.5462962962962963,0.6198347107438017,0.8496732026143791,0.9540816326530612,0.7661290322580645,100.0,44.50193180884432
79,POTONG PASIR,0.3958333333333333,0.35365853658536583,0.09259259259259259,0.256198347107438,0.23529411764705882,0.22959183673469388,0.16129032258064516,31.427907810961376,18214.421112591543
80,DEPOT ROAD,0.16666666666666666,0.24390243902439024,0.4166666666666667,0.30578512396694213,0.20261437908496732,0.4030612244897959,0.39919354838709675,38.96260100941498,14680.735015012586
81,KAMPONG JAVA,0.4791666666666667,0.35365853658536583,0.9166666666666666,0.2809917355371901,0.37254901960784315,0.37755102040816324,0.4798387096774194,59.420518584515335,10231.498985996885
82,TANJONG PAGAR,0.4166666666666667,0.6829268292682927,0.5185185185185185,0.7603305785123967,0.6993464052287581,0.5051020408163265,0.9596774193548387,82.78736436568099,4573.428580756615
83,CORONATION ROAD,0.3333333333333333,0.35365853658536583,0.046296296296296294,0.09090909090909091,0.0915032679738562,0.08163265306122448,0.0846774193548387,19.719417859064194,4663.072425346324
84,SOUTHERN GROUP,0.0,0.024390243902439025,0.0,0.03305785123966942,0.026143790849673203,0.0,0.0,1.5234447179043082,0.0
85,CLIFFORD PIER,0.22916666666666666,0.5121951219512195,0.5092592592592593,0.9669421487603306,0.6078431372549019,0.6071428571428571,0.9516129032258065,79.90044136095845,0.0
86,HOUGANG EAST,0.3541666666666667,0.4024390243902439,0.4722222222222222,0.30578512396694213,0.38562091503267976,0.3622448979591837,0.27419354838709675,46.59482215151816,29375.026214869387
87,OXLEY,0.6458333333333334,0.47560975609756095,0.7314814814814815,0.5289256198347108,0.477124183006536,0.923469387755102,0.5645161290322581,79.22243894386625,7398.228876420958
88,DEFU INDUSTRIAL PARK,0.2708333333333333,0.25609756097560976,0.1388888888888889,0.1322314049586777,0.17647058823529413,0.1836734693877551,0.1532258064516129,23.90037563175103,10.062080468329842
89,CHATSWORTH,0.3125,0.2073170731707317,0.32407407407407407,0.30578512396694213,0.3333333333333333,0.4489795918367347,0.1532258064516129,38.002609273269925,5084.061029276233
90,TYERSALL,0.16666666666666666,0.2804878048780488,0.09259259259259259,0.4297520661157025,0.0915032679738562,0.14795918367346939,0.20161290322580644,25.70742630196528,1785.6978594264165
91,MOUNTBATTEN,0.3958333333333333,0.4268292682926829,0.1574074074074074,0.371900826446281,0.4444444444444444,0.24489795918367346,0.4314516129032258,45.06562458449646,5784.976483327126
92,FRANKEL,0.2708333333333333,0.14634146341463414,0.16666666666666666,0.19834710743801653,0.1895424836601307,0.1989795918367347,0.14516129032258066,23.98149207398798,7972.61157602001
93,NORTHSHORE,0.10416666666666667,0.04878048780487805,0.009259259259259259,0.09090909090909091,0.0392156862745098,0.01020408163265306,0.04838709677419355,6.395487116889378,335.97416112127763
94,SEMBAWANG HILLS,0.125,0.2926829268292683,0.05555555555555555,0.19834710743801653,0.1437908496732026,0.061224489795918366,0.20161290322580644,19.650222607515353,7606.566480324025
95,YISHUN CENTRAL,0.4375,0.13414634146341464,0.5185185185185185,0.12396694214876033,0.20915032679738563,0.27040816326530615,0.2701612903225806,35.790786206523755,5963.955120594485
96,WOODGROVE,0.4791666666666667,0.24390243902439024,0.25,0.2809917355371901,0.1437908496732026,0.3520408163265306,0.2217741935483871,35.933215109668446,20152.943148238388
97,CHANGI WEST,0.020833333333333332,0.024390243902439025,0.07407407407407407,0.0743801652892562,0.6274509803921569,0.4336734693877551,0.16129032258064516,25.807992595431205,266.33205117149186
98,WOODLANDS REGIONAL CENTRE,0.75,0.45121951219512196,0.24074074074074073,0.3140495867768595,0.2679738562091503,0.3826530612244898,0.23790322580645162,48.19619058137183,16.67608754517313
99,CRAWFORD,0.2708333333333333,0.17073170731707318,0.4074074074074074,0.4297520661157025,0.7516339869281046,0.3826530612244898,0.5080645161290323,53.236003345547566,10121.621994462475
100,CENTRAL WATER CATCHMENT,0.0,0.012195121951219513,0.0,0.008264462809917356,0.0,0.01020408163265306,0.008064516129032258,0.705813063055283,0.0
101,TENGAH,0.041666666666666664,0.024390243902439025,0.018518518518518517,0.049586776859504134,0.006535947712418301,0.01020408163265306,0.016129032258064516,3.044110074264013,1.3476816235795437
102,MACKENZIE,0.8333333333333334,0.6341463414634146,0.49074074074074076,0.4049586776859504,0.6666666666666666,0.7806122448979592,0.5201612903225806,78.92463499435127,1962.3181054287763
103,LAKESIDE,0.4166666666666667,0.32926829268292684,0.2962962962962963,0.4132231404958678,0.20261437908496732,0.29081632653061223,0.25806451612903225,40.22119728678538,341.96914862079507
104,SAUJANA,0.2916666666666667,0.24390243902439024,0.32407407407407407,0.3305785123966942,0.3660130718954248,0.3877551020408163,0.29435483870967744,40.7933662092956,38143.738922183176
105,CLEMENTI WOODS,0.3541666666666667,0.5853658536585366,0.12037037037037036,0.2975206611570248,0.24836601307189543,0.21428571428571427,0.21370967741935484,37.06530738922634,15086.012925299085
106,BUKIT HO SWEE,0.4166666666666667,0.6097560975609756,0.3148148148148148,0.3884297520661157,0.48366013071895425,0.4744897959183674,0.5887096774193549,59.71402120224255,25907.077300669673
